Opportunity_ID,Account_ID,Sales_Rep_ID,Campaign_ID,Region,Industry,Account_Size,Product_Category,Deal_Size,Discount_%,Probability,Forecast_Category,Created_Date,Close_Date,Sales_Cycle_Days,Activity_Count,Is_Won,Is_Lost,Weighted_Revenue
19258,923,1,3,APAC,Environmental,Mid-Market,Consumables,30880,0.08,18.0,Pipeline,2025-05-03,2025-08-11,100,6,0,1,5558.4
19259,668,13,13,Americas,Diagnostics,Mid-Market,Services,115612,0.16,12.6,Pipeline,2024-03-08,2024-07-23,137,3,0,1,14567.112000000001
19260,317,3,11,Americas,Pharma,SMB,Software,48810,0.08,21.6,Pipeline,2025-12-31,2026-03-07,66,8,0,1,10542.960000000001
19261,575,3,11,Americas,Environmental,Mid-Market,Consumables,81702,0.35,19.8,Pipeline,2023-04-01,2023-07-30,120,2,1,0,16176.996000000001
19262,617,1,3,APAC,Pharma,SMB,Services,19238,0.15,21.6,Pipeline,2023-12-11,2024-03-07,87,9,0,1,4155.408
19263,279,14,14,EMEA,Diagnostics,Mid-Market,Services,56047,0.17,28.08,Pipeline,2023-07-11,2023-11-09,121,11,0,1,15737.997599999999
19264,410,13,13,Americas,Pharma,Mid-Market,Services,79119,0.26,16.63,Pipeline,2023-06-15,2023-10-24,131,11,0,1,13157.4897
19265,1425,17,12,Americas,Industrial,Mid-Market,Services,98132,0.31,23.76,Pipeline,2024-06-07,2024-10-29,144,19,1,0,23316.1632
19266,496,4,15,Americas,Environmental,Mid-Market,Instruments,83788,0.11,18.0,Pipeline,2024-02-20,2024-04-30,70,3,0,1,15081.84
19267,1371,13,7,Americas,Environmental,Mid-Market,Services,142873,0.26,13.86,Pipeline,2023-04-23,2023-07-13,81,7,0,1,19802.1978
19268,795,10,4,Americas,Pharma,Enterprise,Consumables,285542,0.23,28.08,Pipeline,2023-02-10,2023-09-03,205,13,0,1,80180.1936
19269,508,23,14,APAC,Life Sciences,SMB,Services,5050,0.27,19.8,Pipeline,2025-07-26,2025-08-25,30,3,0,1,999.9000000000001
19270,399,11,10,APAC,Pharma,Mid-Market,Consumables,97590,0.29,23.76,Pipeline,2024-06-25,2024-09-23,90,12,0,1,23187.384000000002
19271,66,17,9,Americas,Industrial,Enterprise,Instruments,123291,0.18,21.6,Pipeline,2025-03-05,2025-10-14,223,12,0,1,26630.856000000003
19272,810,10,14,Americas,Life Sciences,Mid-Market,Instruments,119396,0.18,23.4,Pipeline,2023-05-04,2023-09-26,145,2,1,0,27938.663999999997
19273,461,21,9,Americas,Diagnostics,Mid-Market,Instruments,113843,0.15,12.6,Pipeline,2023-05-07,2023-09-24,140,3,0,1,14344.218
19274,571,23,14,APAC,Life Sciences,Enterprise,Software,308168,0.06,18.0,Pipeline,2024-04-02,2024-11-07,219,2,0,1,55470.24
19275,521,22,15,EMEA,Life Sciences,Mid-Market,Services,136107,0.29,23.76,Pipeline,2025-08-23,2025-10-24,62,14,0,1,32339.0232
19276,61,14,6,EMEA,Life Sciences,Mid-Market,Services,38434,0.31,37.07,Pipeline,2023-11-01,2024-03-21,141,13,0,1,14247.483800000002
19277,880,19,10,EMEA,Industrial,SMB,Consumables,32444,0.26,25.74,Pipeline,2023-01-27,2023-04-15,78,4,0,1,8351.085599999999
19278,1033,21,14,Americas,Industrial,SMB,Instruments,22288,0.08,15.12,Pipeline,2023-01-10,2023-02-20,41,11,0,1,3369.9456
19279,1464,16,10,APAC,Environmental,SMB,Instruments,8683,0.3,16.63,Pipeline,2024-10-26,2024-11-25,30,2,0,1,1443.9829
19280,244,20,12,EMEA,Pharma,SMB,Software,12886,0.3,30.89,Pipeline,2023-01-03,2023-02-25,53,11,0,1,3980.4854
19281,1029,16,6,APAC,Industrial,Mid-Market,Software,121677,0.34,16.63,Pipeline,2023-06-24,2023-08-24,61,16,0,1,20234.8851
19282,451,2,7,APAC,Diagnostics,Mid-Market,Services,34595,0.31,28.51,Pipeline,2023-11-20,2024-03-12,113,11,0,1,9863.034500000002
19283,469,12,8,APAC,Diagnostics,Mid-Market,Services,111458,0.25,33.7,Pipeline,2024-12-26,2025-03-22,86,19,1,0,37561.346000000005
19284,231,2,12,APAC,Life Sciences,SMB,Services,36637,0.06,18.0,Pipeline,2023-05-31,2023-08-20,81,2,0,1,6594.66
19285,1115,12,12,APAC,Environmental,Mid-Market,Software,59860,0.22,23.4,Pipeline,2025-07-25,2025-10-08,75,3,1,0,14007.24
19286,569,6,5,APAC,Life Sciences,Enterprise,Services,110044,0.09,21.6,Pipeline,2025-01-13,2025-06-30,168,15,0,1,23769.504000000004
19287,623,9,4,EMEA,Diagnostics,Enterprise,Consumables,346674,0.34,13.86,Pipeline,2025-08-10,2026-01-14,157,5,0,1,48049.0164
19288,1069,21,5,Americas,Industrial,SMB,Services,45825,0.09,15.12,Pipeline,2025-11-01,2025-12-02,31,7,0,1,6928.74
19289,771,2,1,APAC,Life Sciences,SMB,Services,39764,0.12,18.0,Pipeline,2024-08-17,2024-09-22,36,8,0,1,7157.5199999999995
19290,1169,24,5,APAC,Life Sciences,Mid-Market,Instruments,62148,0.19,18.0,Pipeline,2024-03-01,2024-05-21,81,7,0,1,11186.64
19291,493,18,10,EMEA,Diagnostics,SMB,Consumables,16866,0.23,15.12,Pipeline,2024-02-10,2024-03-15,34,15,1,0,2550.1392
19292,1132,6,14,APAC,Life Sciences,SMB,Consumables,15486,0.06,21.6,Pipeline,2024-02-05,2024-04-23,78,12,0,1,3344.9760000000006
19293,1350,19,1,EMEA,Environmental,Mid-Market,Software,105006,0.33,30.89,Pipeline,2025-05-15,2025-07-30,76,12,0,1,32436.3534
19294,884,19,2,EMEA,Diagnostics,SMB,Services,32669,0.18,23.4,Pipeline,2023-03-24,2023-05-15,52,8,0,1,7644.545999999999
19295,782,5,6,Americas,Diagnostics,Mid-Market,Software,45659,0.34,13.86,Pipeline,2024-08-28,2024-11-24,88,5,0,1,6328.3374
19296,212,12,2,APAC,Diagnostics,SMB,Services,39671,0.29,25.74,Pipeline,2024-05-24,2024-07-24,61,10,0,1,10211.315399999998
19297,508,4,3,Americas,Life Sciences,SMB,Consumables,41720,0.08,18.0,Pipeline,2025-07-30,2025-10-12,74,2,0,1,7509.599999999999
19298,1162,5,6,Americas,Life Sciences,SMB,Consumables,44823,0.13,15.12,Pipeline,2024-12-26,2025-02-01,37,7,0,1,6777.2376
19299,898,18,9,EMEA,Diagnostics,SMB,Consumables,21278,0.08,15.12,Pipeline,2024-05-01,,60,18,1,0,3217.2336
19300,993,15,5,Americas,Environmental,SMB,Consumables,5084,0.24,25.92,Pipeline,2024-11-16,2025-01-21,66,15,1,0,1317.7728000000002
19301,1230,15,3,Americas,Diagnostics,Mid-Market,Consumables,49739,0.2,21.6,Pipeline,2023-03-24,2023-06-04,72,18,0,1,10743.624000000002
19302,1309,13,3,Americas,Diagnostics,Mid-Market,Consumables,124526,0.12,18.14,Pipeline,2024-11-20,2025-04-06,137,17,1,0,22589.0164
19303,1129,22,10,EMEA,Environmental,SMB,Software,26575,0.15,25.92,Pipeline,2023-10-06,2023-11-06,31,13,0,1,6888.240000000001
19304,375,7,11,Americas,Pharma,Mid-Market,Instruments,75861,0.29,16.63,Pipeline,2023-09-01,2023-12-30,120,15,0,1,12615.6843
19305,372,7,1,Americas,Pharma,SMB,Consumables,38545,0.34,16.63,Pipeline,2024-04-17,2024-06-15,59,11,1,0,6410.0335000000005
19306,1361,7,3,Americas,Environmental,SMB,Consumables,46271,0.18,15.12,Pipeline,2025-03-20,2025-05-08,49,17,0,1,6996.1752
19307,89,3,11,Americas,Diagnostics,Mid-Market,Instruments,100359,0.12,18.0,Pipeline,2024-09-05,2024-11-06,62,5,0,1,18064.62
19308,650,20,5,EMEA,Life Sciences,Mid-Market,Software,41837,0.18,23.4,Pipeline,2024-08-16,2024-11-02,78,7,0,1,9789.858
19309,1086,10,13,Americas,Life Sciences,Enterprise,Consumables,367348,0.22,28.08,Pipeline,2025-10-23,2026-05-06,195,6,0,1,103151.3184
19310,451,25,14,APAC,Diagnostics,Mid-Market,Services,142252,0.33,19.8,Pipeline,2023-08-13,2023-11-05,84,5,1,0,28165.896
19311,1385,4,8,Americas,Pharma,SMB,Consumables,17609,0.16,21.6,Pipeline,2025-12-12,2026-03-08,86,8,0,1,3803.5440000000003
19312,1172,13,2,Americas,Environmental,SMB,Consumables,12414,0.31,19.96,Pipeline,2023-12-03,2024-01-02,30,11,0,1,2477.8344
19313,92,21,6,Americas,Diagnostics,Mid-Market,Software,111682,0.31,19.96,Pipeline,2024-11-07,2025-03-03,116,18,1,0,22291.7272
19314,1460,8,3,EMEA,Diagnostics,Mid-Market,Software,49149,0.1,18.0,Pipeline,2023-06-10,2023-08-23,74,7,0,1,8846.82
19315,222,17,10,Americas,Industrial,Mid-Market,Software,143625,0.29,23.76,Pipeline,2023-09-10,2023-11-29,80,16,0,1,34125.3
19316,851,18,11,EMEA,Diagnostics,Enterprise,Consumables,344627,0.1,12.6,Pipeline,2024-09-05,2025-03-16,192,3,0,1,43423.002
19317,1034,1,13,APAC,Pharma,Mid-Market,Consumables,116993,0.19,25.92,Pipeline,2023-10-07,2023-12-23,77,12,0,1,30324.585600000006
19318,1382,19,11,EMEA,Environmental,SMB,Consumables,40755,0.11,33.7,Pipeline,2024-11-20,,84,11,0,1,13734.435000000001
19319,742,19,10,EMEA,Industrial,Mid-Market,Services,81906,0.08,28.08,Pipeline,2024-07-01,2024-09-08,69,12,1,0,22999.2048
19320,673,16,11,APAC,Pharma,SMB,Instruments,14605,0.18,15.12,Pipeline,2025-10-30,2025-12-21,52,6,1,0,2208.276
19321,103,7,15,Americas,Environmental,Mid-Market,Software,141964,0.22,18.14,Pipeline,2024-12-09,2025-03-09,90,16,1,0,25752.2696
19322,1233,23,8,APAC,Life Sciences,Mid-Market,Consumables,131799,0.1,21.6,Pipeline,2024-12-18,2025-02-27,71,6,0,1,28468.584000000003
19323,432,10,14,Americas,Diagnostics,SMB,Services,14764,0.05,23.4,Pipeline,2024-03-30,2024-05-18,49,10,0,1,3454.776
19324,1225,6,7,APAC,Pharma,Mid-Market,Consumables,57262,0.13,18.0,Pipeline,2025-01-19,2025-04-30,101,7,0,1,10307.16
19325,667,21,13,Americas,Diagnostics,SMB,Services,49098,0.1,12.6,Pipeline,2024-06-06,2024-08-12,67,6,0,1,6186.348
19326,1009,8,8,EMEA,Life Sciences,Mid-Market,Consumables,81569,0.28,23.76,Pipeline,2025-07-12,2025-11-05,116,14,0,1,19380.7944
19327,843,18,9,EMEA,Life Sciences,Mid-Market,Consumables,127997,0.16,15.12,Pipeline,2025-10-16,2026-01-15,91,10,1,0,19353.1464
19328,1090,25,6,APAC,Pharma,Mid-Market,Software,54897,0.11,21.6,Pipeline,2023-02-15,2023-05-04,78,14,1,0,11857.752000000002
19329,1342,3,10,Americas,Environmental,SMB,Instruments,18490,0.19,18.0,Pipeline,2023-07-09,2023-09-17,70,10,1,0,3328.2
19330,31,16,15,APAC,Pharma,Mid-Market,Software,144668,0.27,16.63,Pipeline,2025-09-21,2025-11-23,63,13,0,1,24058.2884
19331,410,1,4,APAC,Pharma,Mid-Market,Software,34536,0.1,25.92,Pipeline,2025-10-14,2026-01-29,107,14,0,1,8951.731200000002
19332,701,23,7,APAC,Diagnostics,Mid-Market,Services,134097,0.17,21.6,Pipeline,2023-01-04,2023-04-11,97,17,0,1,28964.952000000005
19333,811,25,4,APAC,Pharma,Mid-Market,Instruments,32850,0.11,21.6,Pipeline,2023-03-16,2023-07-26,132,15,0,1,7095.600000000001
19334,930,7,6,Americas,Pharma,Enterprise,Consumables,217322,0.08,15.12,Pipeline,2023-08-05,2023-12-28,145,16,0,1,32859.0864
19335,1369,24,5,APAC,Life Sciences,SMB,Consumables,39316,0.18,21.6,Pipeline,2023-10-10,2023-12-21,72,3,1,0,8492.256000000001
19336,931,2,2,APAC,Pharma,Mid-Market,Consumables,81450,0.26,19.8,Pipeline,2023-06-29,2023-11-01,125,8,0,1,16127.1
19337,493,25,5,APAC,Diagnostics,SMB,Consumables,16296,0.11,18.0,Pipeline,2025-06-04,2025-07-18,44,2,0,1,2933.2799999999997
19338,1309,3,8,Americas,Diagnostics,Mid-Market,Services,121769,0.05,18.0,Pipeline,2025-08-15,2025-11-25,102,2,1,0,21918.42
19339,1225,19,8,EMEA,Pharma,Mid-Market,Instruments,97619,0.19,23.4,Pipeline,2025-02-17,2025-05-24,96,4,0,1,22842.845999999998
19340,1123,24,11,APAC,Industrial,Enterprise,Consumables,485821,0.32,23.76,Pipeline,2024-11-11,2025-07-04,235,10,1,0,115431.0696
19341,908,6,10,APAC,Pharma,Mid-Market,Software,76626,0.19,21.6,Pipeline,2023-11-14,2024-01-31,78,3,0,1,16551.216
19342,1046,17,2,Americas,Pharma,Enterprise,Instruments,421840,0.19,18.0,Pipeline,2023-03-12,2023-11-05,238,10,0,1,75931.2
19343,1364,21,7,Americas,Life Sciences,SMB,Instruments,46594,0.31,13.86,Pipeline,2023-06-07,2023-08-31,85,3,0,1,6457.9284
19344,549,2,1,APAC,Pharma,SMB,Instruments,9142,0.07,21.6,Pipeline,2023-06-16,2023-09-03,79,12,0,1,1974.6720000000003
19345,1375,12,6,APAC,Environmental,Enterprise,Consumables,248289,0.32,37.07,Pipeline,2025-12-06,2026-05-07,152,13,1,0,92040.7323
19346,1465,3,13,Americas,Environmental,Enterprise,Instruments,371995,0.18,21.6,Pipeline,2025-08-28,2025-12-29,123,13,0,1,80350.92000000001
19347,174,5,1,Americas,Industrial,SMB,Instruments,37355,0.12,15.12,Pipeline,2023-05-09,2023-07-19,71,17,0,1,5648.076
19348,671,21,6,Americas,Diagnostics,SMB,Services,49917,0.23,15.12,Pipeline,2025-12-19,2026-01-26,38,10,0,1,7547.4504
19349,1033,4,5,Americas,Industrial,SMB,Instruments,30179,0.35,23.76,Pipeline,2025-02-20,2025-04-08,47,11,0,1,7170.530400000001
19350,790,16,8,APAC,Environmental,SMB,Consumables,46454,0.3,19.96,Pipeline,2024-10-02,2024-11-04,33,12,0,1,9272.2184
19351,987,5,3,Americas,Pharma,SMB,Consumables,10715,0.08,18.14,Pipeline,2024-12-26,2025-03-25,89,11,0,1,1943.701
19352,278,4,8,Americas,Environmental,SMB,Consumables,21196,0.17,25.92,Pipeline,2023-11-19,2024-01-11,53,13,0,1,5494.003200000001
19353,124,17,6,Americas,Pharma,SMB,Software,44776,0.27,19.8,Pipeline,2025-01-18,2025-03-06,47,6,0,1,8865.648000000001
19354,1406,13,6,Americas,Life Sciences,SMB,Consumables,17551,0.34,16.63,Pipeline,2024-07-13,2024-09-24,73,13,0,1,2918.7313
19355,1264,13,12,Americas,Life Sciences,Mid-Market,Consumables,122324,0.14,15.12,Pipeline,2023-12-25,,93,3,0,1,18495.3888
19356,1466,1,12,APAC,Life Sciences,SMB,Consumables,48254,0.28,23.76,Pipeline,2025-06-25,2025-09-22,89,16,0,1,11465.1504
19357,1248,13,11,Americas,Industrial,Mid-Market,Services,147561,0.13,12.6,Pipeline,2025-04-20,2025-07-20,91,6,1,0,18592.686
19358,1116,21,6,Americas,Environmental,Mid-Market,Software,112049,0.27,16.63,Pipeline,2023-01-01,2023-05-29,148,13,0,1,18633.7487
19359,818,25,9,APAC,Pharma,Mid-Market,Services,145861,0.12,18.0,Pipeline,2024-04-22,2024-07-17,86,2,0,1,26254.98
19360,571,4,8,Americas,Life Sciences,Enterprise,Consumables,374049,0.27,19.8,Pipeline,2023-03-12,2023-08-06,147,8,1,0,74061.702
19361,1143,10,6,Americas,Industrial,SMB,Instruments,34539,0.15,23.4,Pipeline,2023-01-26,2023-03-02,35,5,0,1,8082.125999999999
19362,289,12,9,APAC,Life Sciences,SMB,Services,18832,0.29,25.74,Pipeline,2023-08-28,2023-10-17,50,7,0,1,4847.3568
19363,895,5,8,Americas,Pharma,SMB,Instruments,11237,0.16,15.12,Pipeline,2023-05-23,2023-07-10,48,14,1,0,1699.0344
19364,1391,17,5,Americas,Diagnostics,SMB,Software,11865,0.15,25.92,Pipeline,2023-10-31,2023-12-14,44,11,0,1,3075.4080000000004
19365,573,23,1,APAC,Life Sciences,SMB,Consumables,15907,0.27,28.51,Pipeline,2025-12-17,2026-01-24,38,12,0,1,4535.0857000000005
19366,1241,10,5,Americas,Industrial,SMB,Consumables,12953,0.32,30.89,Pipeline,2025-09-26,2025-11-18,53,18,1,0,4001.1817
19367,1331,7,10,Americas,Pharma,Mid-Market,Instruments,98450,0.07,12.6,Pipeline,2023-03-05,2023-06-24,111,3,0,1,12404.7
19368,874,24,5,APAC,Life Sciences,Mid-Market,Software,75510,0.08,18.0,Pipeline,2025-01-02,2025-05-30,148,5,0,1,13591.8
19369,35,24,2,APAC,Industrial,SMB,Software,37240,0.24,21.6,Pipeline,2025-03-25,2025-05-27,63,13,1,0,8043.840000000001
19370,580,24,14,APAC,Pharma,Mid-Market,Instruments,99506,0.08,18.0,Pipeline,2025-08-11,2025-10-15,65,7,1,0,17911.079999999998
19371,1084,4,6,Americas,Pharma,Mid-Market,Services,137243,0.22,21.6,Pipeline,2025-09-18,2026-01-16,120,17,0,1,29644.488000000005
19372,528,1,8,APAC,Life Sciences,Mid-Market,Instruments,93162,0.28,19.8,Pipeline,2024-06-05,2024-10-22,139,7,0,1,18446.076
19373,449,8,3,EMEA,Life Sciences,SMB,Consumables,14113,0.14,18.0,Pipeline,2023-02-15,2023-03-21,34,3,0,1,2540.3399999999997
19374,1175,23,13,APAC,Environmental,Mid-Market,Services,45512,0.34,23.76,Pipeline,2024-01-17,,127,17,0,1,10813.6512
19375,1439,2,4,APAC,Industrial,SMB,Consumables,11043,0.08,18.0,Pipeline,2024-07-04,2024-08-14,41,7,0,1,1987.74
19376,160,5,7,Americas,Life Sciences,SMB,Services,48466,0.28,16.63,Pipeline,2025-11-28,2026-01-18,51,3,0,1,8059.8958
19377,374,7,7,Americas,Industrial,Mid-Market,Instruments,104500,0.29,16.63,Pipeline,2023-07-17,2023-09-18,63,17,0,1,17378.35
19378,861,13,3,Americas,Industrial,Mid-Market,Instruments,49193,0.11,12.6,Pipeline,2023-05-11,2023-09-14,126,2,0,1,6198.318
19379,559,7,10,Americas,Pharma,SMB,Consumables,36519,0.1,15.12,Pipeline,2023-11-27,2024-02-22,87,4,0,1,5521.6728
19380,1209,9,12,EMEA,Pharma,Mid-Market,Consumables,116446,0.25,15.12,Pipeline,2023-10-10,2023-12-30,81,6,0,1,17606.6352
19381,879,9,14,EMEA,Environmental,SMB,Instruments,22884,0.3,16.63,Pipeline,2023-09-19,,71,11,0,1,3805.6092
19382,485,3,11,Americas,Industrial,Mid-Market,Consumables,134552,0.12,18.0,Pipeline,2024-06-02,2024-08-06,65,7,1,0,24219.36
19383,315,14,9,EMEA,Diagnostics,SMB,Services,12822,0.32,30.89,Pipeline,2025-04-01,2025-05-06,35,11,0,1,3960.7158
19384,1228,25,3,APAC,Life Sciences,SMB,Services,48220,0.17,21.6,Pipeline,2024-08-05,2024-10-15,71,11,0,1,10415.52
19385,1253,25,4,APAC,Life Sciences,Enterprise,Consumables,176565,0.16,21.6,Pipeline,2023-09-01,2024-03-10,191,13,1,0,38138.04
19386,1228,13,5,Americas,Life Sciences,SMB,Consumables,8031,0.31,13.86,Pipeline,2023-01-15,2023-04-12,87,5,0,1,1113.0966
19387,1002,20,11,EMEA,Life Sciences,Mid-Market,Software,89365,0.21,28.08,Pipeline,2024-05-24,2024-08-10,78,17,0,1,25093.692
19388,451,25,1,APAC,Diagnostics,Mid-Market,Services,96988,0.21,18.0,Pipeline,2025-09-20,2026-01-16,118,8,1,0,17457.84
19389,1125,1,11,APAC,Environmental,Mid-Market,Instruments,125209,0.33,23.76,Pipeline,2024-10-03,2025-01-19,108,10,0,1,29749.6584
19390,1205,12,3,APAC,Life Sciences,Enterprise,Services,319267,0.33,25.74,Pipeline,2025-08-23,2026-03-31,220,5,0,1,82179.32579999999
19391,143,6,15,APAC,Industrial,SMB,Software,36554,0.17,21.6,Pipeline,2024-05-07,2024-06-07,31,15,0,1,7895.664000000001
19392,1415,8,1,EMEA,Industrial,Mid-Market,Software,46214,0.18,18.0,Pipeline,2024-02-07,2024-06-09,123,7,0,1,8318.52
19393,1039,16,13,APAC,Life Sciences,SMB,Instruments,30849,0.19,12.6,Pipeline,2024-03-14,2024-05-11,58,2,0,1,3886.974
19394,475,24,8,APAC,Industrial,Mid-Market,Services,131400,0.09,21.6,Pipeline,2025-01-10,2025-05-14,124,13,0,1,28382.400000000005
19395,604,10,12,Americas,Pharma,SMB,Instruments,42638,0.13,28.08,Pipeline,2023-11-01,2024-01-05,65,5,0,1,11972.750399999999
19396,710,12,11,APAC,Life Sciences,SMB,Instruments,5981,0.34,25.74,Pipeline,2023-08-27,2023-11-04,69,2,1,0,1539.5093999999997
19397,820,21,15,Americas,Diagnostics,SMB,Services,39195,0.32,13.86,Pipeline,2023-01-11,2023-02-12,32,9,0,1,5432.427
19398,98,11,6,APAC,Industrial,SMB,Consumables,40430,0.12,21.6,Pipeline,2025-08-14,2025-10-25,72,18,0,1,8732.880000000001
19399,198,19,11,EMEA,Environmental,Enterprise,Services,286070,0.3,30.89,Pipeline,2023-03-01,2023-08-12,164,14,0,1,88367.023
19400,1377,20,12,EMEA,Diagnostics,Enterprise,Software,227999,0.17,28.08,Pipeline,2023-07-22,2024-02-03,196,11,1,0,64022.1192
19401,697,6,15,APAC,Diagnostics,SMB,Software,36922,0.22,25.92,Pipeline,2024-12-04,2025-01-10,37,12,0,1,9570.182400000002
19402,1301,21,11,Americas,Pharma,SMB,Consumables,46060,0.32,13.86,Pipeline,2023-09-12,2023-12-04,83,9,0,1,6383.916
19403,1337,11,2,APAC,Diagnostics,SMB,Services,15245,0.34,23.76,Pipeline,2024-04-02,2024-06-23,82,19,0,1,3622.212
19404,600,22,13,EMEA,Diagnostics,Mid-Market,Instruments,90410,0.15,25.92,Pipeline,2025-12-22,,108,13,1,0,23434.272000000004
19405,973,17,12,Americas,Industrial,Mid-Market,Instruments,141422,0.35,19.8,Pipeline,2023-06-08,2023-09-24,108,5,0,1,28001.556
19406,67,7,2,Americas,Pharma,Mid-Market,Services,104882,0.1,12.6,Pipeline,2023-05-10,,70,10,1,0,13215.132
19407,406,12,15,APAC,Environmental,Mid-Market,Services,75826,0.15,28.08,Pipeline,2024-06-15,2024-10-26,133,18,0,1,21291.9408
19408,803,18,13,EMEA,Pharma,Mid-Market,Software,123061,0.34,16.63,Pipeline,2025-05-29,2025-09-11,105,11,0,1,20465.0443
19409,121,14,4,EMEA,Life Sciences,Enterprise,Software,97987,0.34,25.74,Pipeline,2025-03-19,2025-11-04,230,3,1,0,25221.853799999997
19410,254,20,10,EMEA,Industrial,Mid-Market,Software,84825,0.18,23.4,Pipeline,2023-04-08,2023-07-31,114,3,0,1,19849.05
19411,597,9,1,EMEA,Environmental,Enterprise,Instruments,444693,0.25,15.12,Pipeline,2025-08-26,2026-02-22,180,16,1,0,67237.5816
19412,545,23,6,APAC,Life Sciences,Enterprise,Instruments,238381,0.26,23.76,Pipeline,2025-04-09,2025-10-18,192,14,0,1,56639.325600000004
19413,1372,12,1,APAC,Environmental,Mid-Market,Software,46903,0.21,28.08,Pipeline,2023-01-26,2023-06-22,147,12,0,1,13170.3624
19414,1043,13,6,Americas,Industrial,SMB,Software,23434,0.11,15.12,Pipeline,2025-04-16,2025-06-19,64,11,1,0,3543.2208
19415,1039,14,3,EMEA,Life Sciences,SMB,Software,23070,0.28,30.89,Pipeline,2023-08-30,2023-11-14,76,11,1,0,7126.323
19416,1262,19,6,EMEA,Diagnostics,Enterprise,Services,368775,0.2,23.4,Pipeline,2023-01-09,2023-08-23,226,4,0,1,86293.34999999999
19417,641,17,6,Americas,Life Sciences,Enterprise,Instruments,366596,0.08,21.6,Pipeline,2024-10-26,2025-03-20,145,8,0,1,79184.736
19418,689,4,12,Americas,Environmental,SMB,Consumables,16897,0.34,19.8,Pipeline,2024-03-07,2024-05-14,68,10,0,1,3345.606
19419,1317,21,7,Americas,Environmental,Mid-Market,Instruments,72703,0.18,12.6,Pipeline,2023-02-01,2023-04-29,87,6,0,1,9160.578
19420,144,5,10,Americas,Industrial,Mid-Market,Consumables,47942,0.34,16.63,Pipeline,2023-01-03,2023-04-27,114,15,1,0,7972.7546
19421,1088,21,5,Americas,Life Sciences,Mid-Market,Software,137418,0.22,15.12,Pipeline,2023-04-01,2023-07-29,119,11,0,1,20777.6016
19422,92,17,11,Americas,Diagnostics,Mid-Market,Software,124087,0.08,21.6,Pipeline,2024-06-10,,102,11,0,1,26802.792000000005
19423,846,10,14,Americas,Industrial,SMB,Services,28539,0.21,28.08,Pipeline,2025-09-25,2025-12-06,72,15,0,1,8013.7512
19424,134,1,3,APAC,Life Sciences,Mid-Market,Software,141284,0.32,23.76,Pipeline,2024-11-27,,71,8,0,1,33569.0784
19425,1079,17,11,Americas,Life Sciences,SMB,Consumables,7186,0.17,21.6,Pipeline,2025-06-29,2025-08-16,48,17,0,1,1552.1760000000002
19426,406,7,8,Americas,Environmental,Mid-Market,Consumables,141657,0.19,15.12,Pipeline,2023-05-16,2023-08-07,83,14,0,1,21418.5384
19427,159,5,15,Americas,Life Sciences,Enterprise,Consumables,278383,0.21,12.6,Pipeline,2024-09-07,2025-03-19,193,2,0,1,35076.258
19428,1107,10,14,Americas,Environmental,SMB,Consumables,14426,0.31,37.07,Pipeline,2025-11-27,2026-01-27,61,19,0,1,5347.7182
19429,1026,23,15,APAC,Industrial,Mid-Market,Software,113811,0.22,21.6,Pipeline,2025-04-22,2025-09-09,140,16,0,1,24583.176000000003
19430,1393,16,8,APAC,Pharma,Mid-Market,Consumables,59689,0.27,13.86,Pipeline,2025-07-19,2025-11-30,134,10,0,1,8272.8954
19431,538,1,15,APAC,Pharma,Mid-Market,Software,98613,0.08,21.6,Pipeline,2023-08-15,2023-11-02,79,11,1,0,21300.408000000003
19432,426,15,3,Americas,Diagnostics,Mid-Market,Services,106388,0.32,19.8,Pipeline,2024-05-06,2024-08-19,105,2,0,1,21064.824
19433,452,8,10,EMEA,Industrial,Mid-Market,Software,98006,0.16,18.0,Pipeline,2024-06-10,,69,3,0,1,17641.079999999998
19434,320,9,13,EMEA,Life Sciences,SMB,Instruments,10812,0.31,13.86,Pipeline,2024-01-26,2024-04-16,81,9,0,1,1498.5432
19435,327,12,11,APAC,Diagnostics,SMB,Instruments,32195,0.3,25.74,Pipeline,2024-09-23,,35,9,0,1,8286.992999999999
19436,1423,17,1,Americas,Pharma,SMB,Software,20664,0.1,18.0,Pipeline,2023-04-21,2023-07-18,88,6,0,1,3719.52
19437,1246,24,15,APAC,Life Sciences,SMB,Instruments,35542,0.14,18.0,Pipeline,2025-08-26,2025-11-21,87,9,0,1,6397.5599999999995
19438,935,16,5,APAC,Life Sciences,Mid-Market,Instruments,106017,0.19,18.14,Pipeline,2024-10-13,2024-12-30,78,17,0,1,19231.4838
19439,175,4,1,Americas,Pharma,Mid-Market,Consumables,104660,0.2,18.0,Pipeline,2023-03-17,2023-07-09,114,9,0,1,18838.8
19440,1284,23,10,APAC,Industrial,Enterprise,Services,105628,0.31,23.76,Pipeline,2023-04-28,2023-10-19,174,12,0,1,25097.2128
19441,1488,21,8,Americas,Life Sciences,Mid-Market,Services,32495,0.26,16.63,Pipeline,2025-06-24,2025-10-05,103,12,0,1,5403.9185
19442,108,16,12,APAC,Life Sciences,Enterprise,Instruments,230450,0.09,18.14,Pipeline,2025-10-25,2026-06-15,233,16,0,1,41803.630000000005
19443,324,22,9,EMEA,Environmental,Mid-Market,Services,108077,0.11,18.0,Pipeline,2025-06-07,2025-10-13,128,5,0,1,19453.86
